Rk_x,Player,Tm,Predicted Receiving Yards,Predicted Receiving Touchdowns,Predicted Receiving Fumbles,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Lng,Y/Tgt,R/G,Y/G,Fmb,Rk_y,FantPt,FanPosRank,FanOvRank
318,Marvin Hall,DET,242.9178611,1.477906482,0.317965283,26,,9,0,11,7,0.64,261,37.3,1,7,58,23.7,0.8,29,0,271,33,104,
319,J.P. Holtz,2TM,86.861521,0.533796697,0.204733336,26,,15,7,8,7,0.88,91,13,0,4,30,11.4,0.5,6.1,0,401,9,81,
320,Bilal Powell,NYJ,49.71481608,0.218647995,0.283225273,31,rb,13,1,12,7,0.58,33,4.7,0,0,9,2.8,0.5,2.5,0,299,26,83,
321,Durham Smythe,MIA,69.35617145,0.421503608,0.219420855,24,TE,16,14,14,7,0.5,65,9.3,0,2,24,4.6,0.4,4.1,0,422,7,86,
322,Danny Vitale,GNB,90.55205513,0.559599645,0.229067557,26,fb,15,4,12,7,0.58,97,13.9,0,3,27,8.1,0.5,6.5,0,393,10,107,
323,Jordan Wilkins,IND,53.96747027,0.201548915,0.350117404,25,rb,14,1,11,7,0.64,43,6.1,0,1,11,3.9,0.5,3.1,0,230,47,64,
324,Kenjon Barner,ATL,43.05234314,0.196909326,0.773370406,29,,14,0,8,6,0.75,22,3.7,0,1,13,2.8,0.4,1.6,4,396,9,110,
325,Travis Benjamin,LAC,65.31746368,0.256093845,0.254890187,30,wr,5,2,16,6,0.38,30,5,0,3,13,1.9,1.2,6,0,458,3,181,
326,Braxton Berrios,NYJ,97.73487818,0.68904544,0.373528085,24,,16,0,13,6,0.46,115,19.2,0,3,69,8.8,0.4,7.2,1,386,10,155,
327,Reggie Bonnafon,CAR,62.00309315,0.340954328,0.261707265,23,,16,0,9,6,0.67,57,9.5,0,1,32,6.3,0.4,3.6,0,315,23,88,
328,Devontae Booker,DEN,63.39762942,0.388052202,0.207549549,27,,16,0,9,6,0.67,57,9.5,0,1,25,6.3,0.4,3.6,0,415,7,118,
329,Ben Braunecker,CHI,71.45443374,0.621515645,0.237932208,25,te,11,3,11,6,0.55,59,9.8,1,5,18,5.4,0.5,5.4,0,375,12,74,
330,Trey Edmunds,PIT,63.3112532,0.31953594,0.223054246,25,,11,0,7,6,0.86,48,8,0,2,11,6.9,0.5,4.4,0,363,14,100,
331,Troy Fumagalli,DEN,56.50338816,0.515610682,0.222782748,24,te,11,5,9,6,0.67,38,6.3,1,1,9,4.2,0.5,3.5,0,387,10,78,
332,Deonte Harris,NOR,44.07974819,0.203547897,0.61813805,22,wr,14,1,6,6,1,24,4,0,2,13,4,0.4,1.7,3,388,10,154,
333,Alec Ingold,OAK,55.25657892,0.541664076,0.201429535,23,fb,16,4,6,6,1,44,7.3,1,4,14,7.3,0.4,2.8,0,379,12,102,
334,Ryan Izzo,NWE,148.0348009,0.900651335,0.271869884,24,te,6,4,9,6,0.67,114,19,1,4,41,12.7,1,19,0,346,17,59,
335,Richie James,SFO,126.7220877,1.16331582,0.397600288,24,wr,16,1,10,6,0.6,165,27.5,1,5,57,16.5,0.4,10.3,1,335,20,138,
336,D'Ernest Johnson,CLE,71.30693274,0.455628411,0.201051333,23,,16,0,7,6,0.86,71,11.8,0,1,27,10.1,0.4,4.4,0,402,9,109,
337,Tyler Kroft,BUF,80.07233986,0.682453284,0.24969681,27,te,11,3,14,6,0.43,71,11.8,1,5,20,5.1,0.5,6.5,0,372,13,72,
338,Zach Line,NOR,54.00145082,0.279203621,0.214131503,29,fb,12,2,10,6,0.6,36,6,0,1,12,3.6,0.5,3,0,431,6,119,
339,Andre Patton,LAC,66.2206025,0.384607693,0.231589306,25,wr,13,5,17,6,0.35,56,9.3,0,4,15,3.3,0.5,4.3,0,432,6,168,
340,MyCole Pruitt,TEN,82.19076893,0.778776058,0.22904191,27,TE,16,10,8,6,0.75,90,15,1,4,42,11.3,0.4,5.6,0,359,15,66,
341,Riley Ridley,CHI,111.5968726,0.451933457,0.234910635,23,,5,0,7,6,0.86,69,11.5,0,4,32,9.9,1.2,13.8,0,420,7,164,
342,Diontae Spencer,DEN,47.91274094,0.265425588,0.608516995,27,wr,16,2,8,6,0.75,31,5.2,0,1,20,3.9,0.4,1.9,3,496,2,199,
343,Darren Sproles,PHI,53.97463479,0.20060428,0.397608335,36,rb,6,1,10,6,0.6,24,4,0,1,7,2.4,1,4,1,382,11,103,
344,Marcell Ateman,OAK,109.4649377,0.776968419,0.375813463,25,,11,0,10,5,0.5,116,23.2,0,4,36,11.6,0.5,10.5,1,385,10,153,
345,Stephen Carlson,CLE,68.90273938,0.597395981,0.228452983,23,te,9,5,7,5,0.71,51,10.2,1,2,21,7.3,0.6,5.7,0,381,11,76,
346,Patrick DiMarco,BUF,52.94963804,0.312577087,0.192907958,30,fb,16,4,7,5,0.71,41,8.2,0,1,27,5.9,0.3,2.6,0,438,5,125,
347,Andy Janovich,DEN,67.57211131,0.304247127,0.209895702,26,fb,7,3,5,5,1,42,8.4,0,1,22,8.4,0.7,6,0,389,10,105,
348,David Njoku,CLE,85.93199649,0.536458343,0.27528307,23,te,4,1,10,5,0.5,41,8.2,1,3,18,4.1,1.3,10.3,0,392,10,77,
349,Drew Sample,CIN,52.837778,0.24819494,0.19299438,23,te,9,2,6,5,0.83,30,6,0,1,21,5,0.6,3.3,0,471,3,95,
350,Devin Smith,DAL,185.2005798,0.975798063,0.294787199,27,wr,4,2,9,5,0.56,113,22.6,1,4,51,12.6,1.3,28.3,0,350,17,142,
351,Spencer Ware,KAN,67.43162908,0.185315467,0.411937862,28,rb,3,1,7,5,0.71,22,4.4,0,1,18,3.1,1.7,7.3,1,424,7,114,
352,Jonathan Williams,IND,73.13454594,0.339254834,0.289438507,25,rb,9,1,5,5,1,59,11.8,0,3,31,11.8,0.6,6.6,0,267,35,79,
353,Cedrick Wilson,DAL,76.5947339,0.344517715,0.223887591,24,,6,0,8,5,0.63,46,9.2,0,2,14,5.8,0.8,7.7,0,448,5,172,
354,Nick Bawden,DET,41.36684654,0.156999958,0.190625262,23,fb,10,2,6,4,0.67,17,4.3,0,1,10,2.8,0.4,1.7,0,478,2,135,
355,Khari Blasingame,TEN,82.59794435,0.442022882,0.206937658,23,fb/rb,6,3,5,4,0.8,54,13.5,0,2,24,10.8,0.7,9,0,435,5,120,
356,Antonio Brown,NWE,286.4969917,0.675987217,0.419175716,31,,1,0,8,4,0.5,56,14,1,3,20,7,4,56,0,376,12,148,
357,Tra Carson,2TM,59.89533747,0.148669998,0.230212892,27,,3,1,4,4,1,18,4.5,0,0,8,4.5,1.3,6,0,416,7,117,
358,Michael Crabtree,ARI,83.08769824,0.195328711,0.262805238,32,wr,2,1,5,4,0.8,22,5.5,0,0,9,4.4,2,11,0,481,2,189,
359,Ryan Grant,OAK,63.70183807,0.134391073,0.284559617,29,wr,2,1,9,4,0.44,14,3.5,0,1,9,1.6,2,7,0,506,1,204,
360,Darrell Henderson,LAR,50.02868241,0.269605223,0.239704352,22,,13,0,6,4,0.67,37,9.3,0,1,14,6.2,0.3,2.8,0,341,18,94,
361,Rashard Higgins,CLE,67.02380197,0.669599092,0.246121511,25,wr,10,1,11,4,0.36,55,13.8,1,3,35,5,0.4,5.5,0,378,12,149,
362,KhaDarel Hodge,CLE,69.91897203,0.608865484,0.224710206,24,wr,16,1,10,4,0.4,76,19,0,3,41,7.6,0.3,4.8,0,409,8,161,
363,Tevin Jones,PIT,98.20958966,0.496572395,0.243333627,27,,5,0,10,4,0.4,61,15.3,0,1,28,6.1,0.8,12.2,0,429,6,166,
364,Jordan Matthews,2TM,85.8677509,0.281818852,0.263460375,27,,3,1,12,4,0.33,33,8.3,0,1,10,2.8,1.3,11,0,467,3,177,
365,Donte Moncrief,2TM,44.27305748,0.163388083,0.223636374,26,,8,2,15,4,0.27,18,4.5,0,1,11,1.2,0.5,2.3,0,489,2,194,
366,Johnny Mundt,LAR,44.9968333,0.224325722,0.195914613,25,te,13,2,7,4,0.57,26,6.5,0,1,9,3.7,0.3,2,0,469,3,98,
367,JJ Nelson,OAK,116.4682128,0.522171312,0.289884096,27,wr,2,1,5,4,0.8,36,9,1,1,29,7.2,2,18,0,391,10,152,
368,Trent Sherfield,ARI,71.84344607,0.640806112,0.230995015,23,wr,16,1,13,4,0.31,80,20,0,4,38,6.2,0.3,5,0,410,8,160,
369,Lee Smith,BUF,45.32238624,0.486786176,0.200162578,32,te,16,5,5,4,0.8,31,7.8,1,2,9,6.2,0.3,1.9,0,404,9,80,
370,Ross Travis,IND,116.6619841,0.425551677,0.380877173,26,te,3,1,6,4,0.67,51,12.8,0,1,25,8.5,1.3,17,1,477,3,94,
371,Clive Walford,MIA,79.35903913,0.464631767,0.226193251,28,te,7,3,8,4,0.5,57,14.3,0,4,19,7.1,0.6,8.1,0,434,6,88,
372,DeAndrew White,CAR,64.84143363,0.419664443,0.216841013,28,,10,0,9,4,0.44,51,12.8,0,3,18,5.7,0.4,5.1,0,447,5,169,
373,Mike Boone,MIN,33.77441569,0.029414534,0.327200089,24,rb,16,2,4,3,0.75,17,5.7,0,0,7,4.3,0.2,1.1,0,225,47,65,
374,Cody Core,NYG,42.90530917,0.273919947,0.18874105,25,,16,0,5,3,0.6,28,9.3,0,2,11,5.6,0.2,1.8,0,461,3,183,
375,Geremy Davis,LAC,60.39792709,0.379574465,0.174350677,27,wr,7,1,3,3,1,38,12.7,0,1,19,12.7,0.4,5.4,0,451,4,174,
376,Robert Foster,BUF,63.0597517,0.639545778,0.239077615,25,wr,13,2,18,3,0.17,64,21.3,0,3,24,3.6,0.2,4.9,0,400,9,156,
377,Devin Funchess,IND,174.7257186,0.318636826,0.330942608,25,wr,1,1,5,3,0.6,32,10.7,0,2,16,6.4,3,32,0,463,3,178,
378,Jon Hilliman,NYG,30.80346309,-0.019432937,0.507983919,24,rb,3,1,4,3,0.75,1,0.3,0,0,5,0.3,1,0.3,2,439,5,121,
379,Johnny Holton,PIT,39.30537466,0.200456503,0.216673535,28,wr,16,3,15,3,0.2,21,7,0,1,18,1.4,0.2,1.3,0,464,3,182,
380,T.J. Jones,NYG,91.55711918,0.600512103,0.666067616,27,,3,0,4,3,0.75,38,12.7,1,2,28,9.5,1,12.7,3,390,10,151,
381,Lance Kendricks,LAC,57.51052265,0.504393359,0.212460698,31,te,12,1,7,3,0.43,50,16.7,0,3,24,7.1,0.3,4.2,0,442,5,92,
382,Chris Lacy,DET,78.55131954,0.606853813,0.23000224,23,wr,7,2,10,3,0.3,60,20,0,2,48,6,0.4,8.6,0,430,6,167,
383,Marqise Lee,JAX,46.16862212,0.171459493,0.190117392,28,wr,6,1,4,3,0.75,18,6,0,2,8,4.5,0.5,3,0,487,2,193,
384,Chris Moore,BAL,40.2605371,0.203400121,0.185356193,26,wr,14,1,5,3,0.6,21,7,0,0,13,4.2,0.2,1.5,0,490,2,190,
385,Stanley Morgan,CIN,40.09259466,0.171459493,0.211384183,23,,11,0,10,3,0.3,18,6,0,0,9,1.8,0.3,1.6,0,491,2,195,
386,Josh Oliver,JAX,49.03869341,0.139518865,0.222811076,22,te,4,1,6,3,0.5,15,5,0,0,6,2.5,0.8,3.8,0,492,2,100,
387,Devine Ozigbo,JAX,43.84698575,0.216927709,0.200589392,23,,10,0,5,3,0.6,23,7.7,0,1,12,4.6,0.3,2.3,0,443,5,122,
388,Andre Roberts,BUF,39.94734269,0.190874315,0.341771766,31,,13,0,7,3,0.43,20,6.7,0,1,7,2.9,0.2,1.5,1,470,3,187,
389,Russell Shepard,NYG,70.51349226,0.24197932,0.244732933,29,,3,0,8,3,0.38,25,8.3,0,1,12,3.1,1,8.3,0,473,3,188,
390,Benny Snell,PIT,37.31905009,0.069746852,0.495438358,21,rb,13,2,4,3,0.75,23,7.7,0,0,14,5.8,0.2,1.8,1,203,55,59,
391,Derek Watt,LAC,43.91502049,0.298031506,0.212435051,27,fb,16,2,5,3,0.6,32,10.7,0,1,21,6.4,0.2,2,0,394,10,106,
392,Bobo Wilson,TAM,61.70630757,0.353521071,0.647114604,24,wr,6,1,11,3,0.27,35,11.7,0,2,14,3.2,0.5,5.8,3,497,2,201,
393,Jeff Wilson,SFO,47.47973016,0.455712242,0.332598826,24,,10,0,5,3,0.6,34,11.3,1,1,25,6.8,0.3,3.4,0,237,44,68,
394,Deon Yelder,KAN,63.58655011,0.504393359,0.19011471,24,te,9,1,4,3,0.75,50,16.7,0,2,24,12.5,0.3,5.6,0,449,5,91,
395,Olamide Zaccheaus,ATL,100.6295583,1.376981535,0.26490168,22,,10,0,5,3,0.6,115,38.3,1,2,93,23,0.3,11.5,0,313,24,129,
396,Alex Armah,CAR,31.19220968,0.018136374,0.172654225,25,fb,16,1,2,2,1,6,3,0,0,4,3,0.1,0.4,0,405,8,112,
397,Chad Beebe,MIN,135.3832156,1.043180081,0.62321936,25,,3,0,2,2,1,70,35,0,2,61,35,0.7,23.3,3,413,7,163,
398,Josh Bellamy,NYJ,43.59714068,0.259382472,0.185546635,30,,7,0,3,2,0.67,20,10,0,1,15,6.7,0.3,2.9,0,479,2,192,
399,Nick Bellore,SEA,37.65329212,0.528231051,0.172654225,30,fb,14,1,2,2,1,23,11.5,1,2,20,11.5,0.1,1.6,0,406,8,111,
400,C.J. Board,JAX,65.58688109,0.432112307,0.210960052,26,,4,0,4,2,0.5,31,15.5,0,1,23,7.8,0.5,7.8,0,459,3,179,
401,Fred Brown,DEN,38.02882453,0.275352785,0.321627418,26,wr,13,1,3,2,0.67,21,10.5,0,1,16,7,0.2,1.6,1,480,2,191,
402,Malcolm Brown,LAR,30.69654955,0.033602274,0.385299144,26,rb,14,1,6,2,0.33,16,8,0,0,10,2.7,0.1,1.1,0,192,57,58,
403,Pharaoh Brown,CLE,44.45994955,0.368231052,0.183852865,25,te,9,6,3,2,0.67,27,13.5,0,1,18,9,0.2,3,0,460,3,96,
404,Deontay Burnett,PHI,241.1344115,0.697720409,0.293909173,22,wr,1,1,4,2,0.5,48,24,0,1,41,12,2,48,0,436,5,170,
405,Cethan Carter,CIN,33.96534344,0.371471529,0.192313667,24,,15,0,3,2,0.67,13,6.5,1,2,8,4.3,0.1,0.9,0,417,7,115,
406,Robert Davis,2TM,42.94201068,0.21147153,0.204401062,24,,6,3,5,2,0.4,17,8.5,0,2,11,3.4,0.3,2.8,0,483,2,197,
407,Ashton Dulin,IND,36.43198126,0.21147153,0.157423708,22,,13,0,2,2,1,17,8.5,0,0,13,8.5,0.2,1.3,0,484,2,196,
408,Tyler Ervin,2TM,35.12172125,0.115649646,0.474658134,26,,10,0,4,2,0.5,11,5.5,0,1,6,2.8,0.2,1.1,2,485,2,133,
409,Rico Gafford,OAK,105.0532937,1.200236463,0.209893019,23,wr,4,1,2,2,1,66,33,1,2,49,33,0.5,16.5,0,369,13,145,
410,Wes Hills,DET,32.90472362,-0.079376898,0.289457283,24,rb,1,1,2,2,1,1,0.5,0,0,2,0.5,2,1,0,365,14,99,
411,Alexander Hollins,MIN,72.59423172,0.665779782,0.21265114,23,wr,5,1,4,2,0.5,46,23,0,2,35,11.5,0.4,9.2,0,440,5,171,
412,Cody Hollister,TEN,41.86632789,0.150533891,0.164196105,26,,5,0,2,2,1,13,6.5,0,0,11,6.5,0.4,2.6,0,512,1,205,
413,Tanner Hudson,TAM,43.95223824,0.352260738,0.202707292,25,te,9,1,5,2,0.4,26,13,0,1,14,5.2,0.2,2.9,0,465,3,97,
414,Ishmael Hyman,TAM,105.7361896,0.480023249,0.236353188,24,wr,2,1,4,2,0.5,34,17,0,2,31,8.5,1,17,0,466,3,176,
415,Darius Jennings,TEN,39.90399695,0.21147153,0.204401062,27,,8,0,5,2,0.4,17,8.5,0,2,11,3.4,0.3,2.1,0,486,2,198,
416,T.J. Logan,TAM,35.26913995,0.147590274,0.180468008,25,,12,0,3,2,0.67,13,6.5,0,1,11,4.3,0.2,1.1,0,488,2,132,
417,Steven Mitchell,HOU,85.47206693,0.524990574,0.23637347,25,wr,3,1,6,2,0.33,37,18.5,0,2,21,6.2,0.7,12.3,0,454,4,175,
418,Jason Moore,LAC,51.19416608,0.620812457,0.20609215,24,,10,0,5,2,0.4,43,21.5,0,2,32,8.6,0.2,4.3,0,455,4,173,
419,Isaac Nauta,DET,40.13032004,0.150533891,0.182161778,22,,6,0,3,2,0.67,13,6.5,0,1,10,4.3,0.3,2.2,0,521,1,101,
420,Roosevelt Nix,PIT,35.64807678,0.009744683,0.199091429,27,,3,0,3,2,0.67,4,2,0,0,4,1.3,0.7,1.3,0,587,,150,
421,Gunner Olszewski,NWE,50.79225751,0.485910483,0.335192494,23,,8,0,4,2,0.5,34,17,0,1,29,8.5,0.3,4.3,1,522,1,203,
422,Elijhaa Penny,NYG,32.5428172,0.074878167,0.197415259,26,rb,16,1,4,2,0.5,9,4.5,0,0,9,2.3,0.1,0.6,0,444,5,126,
423,Troymaine Pope,LAC,34.47305475,0.387441843,0.333473077,26,,14,0,3,2,0.67,14,7,1,1,13,4.7,0.1,1,1,419,7,113,
424,Eric Saubert,CHI,76.6549991,0.275352785,0.221097025,25,,2,0,3,2,0.67,21,10.5,0,1,11,7,1,10.5,0,494,2,99,
425,Da'Mari Scott,NYG,50.16743028,0.288379482,0.194010119,24,wr,5,2,3,2,0.67,22,11,0,2,11,7.3,0.4,4.4,0,472,3,185,
426,Anthony Sherman,KAN,37.14737143,0.288379482,0.178774238,31,,16,0,3,2,0.67,22,11,0,2,15,7.3,0.1,1.4,0,474,3,129,
427,Scott Simonson,NYG,39.98290135,0.118593264,0.164196105,27,te,5,1,2,2,1,11,5.5,0,1,10,5.5,0.4,2.2,0,527,1,105,
428,Cam Sims,WAS,48.36596721,0.368231052,0.188931492,23,wr,7,1,3,2,0.67,27,13.5,0,1,15,9,0.3,3.9,0,475,3,184,
429,Mike Thomas,LAR,34.56200389,0.166504205,0.190858951,25,,16,0,5,2,0.4,14,7,0,1,9,2.8,0.1,0.9,0,532,1,202,
430,Levine Toilolo,SFO,33.83316454,0.10262295,0.154038851,28,,13,0,2,2,1,10,5,0,0,8,5,0.2,0.8,0,533,1,106,
431,Michael Walker,JAX,40.19237084,0.194248988,0.450941168,23,,7,0,3,2,0.67,15,7.5,0,1,9,5,0.3,2.1,2,619,-3,245,
432,Trevon Wesco,NYJ,45.32581749,0.681750095,0.185543953,24,te,16,1,3,2,0.67,47,23.5,0,2,32,15.7,0.1,2.9,0,446,5,93,
433,Zach Zenner,3TM,47.42944899,0.243412158,0.190625262,28,,5,0,3,2,0.67,19,9.5,0,2,13,6.3,0.4,3.8,0,498,2,136,
434,Jamal Agnew,DET,29.457424,-0.15785736,0.321650382,24,,13,0,2,1,0.5,-2,-2,0,0,-2,-1,0.1,-0.2,1,,,,
435,Javorius Allen,NYG,29.89452472,0.161109757,0.217724403,28,,10,0,2,1,0.5,9,9,0,0,9,4.5,0.1,0.9,0,380,11,104,
436,Antony Auclair,TAM,32.32190567,0.254427184,0.195747136,26,te,8,5,3,1,0.33,11,11,0,1,11,3.7,0.1,1.4,0,500,1,104,
437,David Blough,DET,35.66169522,0.59253984,0.474595698,24,qb,5,5,1,1,1,19,19,1,1,19,19,0.2,3.8,1,205,54,40,
438,Garrett Bradbury,MIN,29.63763607,-0.221738616,0.145575366,24,C,16,16,1,1,1,-4,-4,0,0,-4,-4,0.1,-0.3,0,,,,
439,Jacoby Brissett,IND,10.61760362,-0.668859765,1.86820527,27,QB,15,15,1,1,1,2,2,0,0,2,2,0.1,0.1,7,89,217,23,
440,Ventell Bryant,DAL,30.04936603,0.600183716,0.172654225,23,,12,0,1,1,1,15,15,1,1,15,15,0.1,1.3,0,407,8,162,
441,Kevin Byard,TEN,29.37105046,0.257370801,0.145575366,26,FS/s,16,16,1,1,1,11,11,0,1,11,11,0.1,0.7,0,,,,
442,Austin Carr,NOR,33.37012166,0.190545928,0.20641226,26,wr,6,3,4,1,0.25,9,9,0,1,9,2.3,0.2,1.5,0,502,1,210,
443,Sean Culkin,LAC,38.95883004,0.286367812,0.194033084,26,te,4,2,2,1,0.5,12,12,0,1,12,6,0.3,3,0,503,1,102,
444,Andy Dalton,CIN,11.94445711,-0.819292892,1.961976678,32,QB,13,13,1,1,1,-4,-4,0,0,-4,-4,0.1,-0.3,8,91,203,26,
445,Darrell Daniels,ARI,30.21879368,0.033786407,0.192362278,25,,11,0,3,1,0.33,4,4,0,1,4,1.3,0.1,0.4,0,549,,113,
446,Cody Davis,JAX,29.29747263,0.12960829,0.145575366,30,,16,0,1,1,1,7,7,0,1,7,7,0.1,0.4,0,,,,
447,Rashard Davis,TEN,94.06349846,0.411186706,0.198052725,25,,1,0,1,1,1,16,16,0,1,16,16,1,16,0,482,2,200,
448,Dion Dawkins,BUF,29.83810884,0.176563864,0.145575366,25,T,16,16,1,1,1,1,1,1,1,1,1,0.1,0.1,0,,,,
449,Michael Deiter,MIA,29.71121389,-0.093976105,0.145575366,23,G,16,15,1,1,1,0,0,0,0,0,0,0.1,0,0,,,,
450,Jeff Driskel,DET,31.58057556,-0.070118514,0.489828897,26,qb,3,3,1,1,1,6,6,0,0,6,6,0.3,2,1,193,57,38,
451,Quincy Enunwa,NYJ,13.75388053,-0.215851382,0.372459617,27,wr,1,1,3,1,0.33,-4,-4,0,0,8,-1.3,1,-4,1,615,-2,244,
452,Zach Gentry,PIT,32.82280545,0.033786407,0.15573262,23,,4,0,1,1,1,4,4,0,1,4,4,0.3,1,0,562,,114,
453,Cyril Grayson,TAM,35.29992227,0.001845779,0.165889875,26,,2,0,1,1,1,3,3,0,0,3,3,0.5,1.5,0,566,,214,
454,Xavier Grimble,PIT,33.12991246,0.001845779,0.202519532,27,te,3,1,3,1,0.33,3,3,0,0,3,1,0.3,1,0,567,,115,
455,Dwayne Harris,OAK,37.45635138,0.126664673,0.159117478,32,,3,0,1,1,1,7,7,0,0,7,7,0.3,2.3,0,510,1,211,
456,Chris Herndon,NYJ,57.85444358,0.126664673,0.229583473,23,,1,0,2,1,0.5,7,7,0,0,7,3.5,1,7,0,511,1,109,
457,Krishawn Hogan,NOR,30.65279564,0.033786407,0.145575366,24,,8,0,1,1,1,4,4,0,0,4,4,0.1,0.5,0,571,,213,
458,Jakob Johnson,NWE,33.7305458,0.062783417,0.194033084,25,fb,4,3,2,1,0.5,5,5,0,0,5,2.5,0.3,1.3,0,514,1,149,
459,Charles Jones,JAX,33.7305458,0.062783417,0.159117478,23,,4,0,1,1,1,5,5,0,0,5,5,0.3,1.3,0,515,1,111,
460,Taiwan Jones,HOU,29.98347386,0.17877146,0.162499653,31,,11,0,1,1,1,9,9,0,0,9,9,0.1,0.8,0,441,5,124,
461,Dennis Kelly,TEN,29.83810884,0.176563864,0.145575366,29,t,15,4,1,1,1,1,1,1,1,1,1,0.1,0.1,0,,,,
462,Ben Koyack,JAX,30.33210793,0.190545928,0.195747136,26,te,11,6,3,1,0.33,9,9,0,0,9,3,0.1,0.8,0,517,1,107,
463,Chris Manhertz,CAR,29.28389194,0.254427184,0.148960224,27,te,15,6,1,1,1,11,11,0,1,11,11,0.1,0.7,0,518,1,103,
464,Codey McElroy,TAM,150.4371163,0.855411878,0.201437582,27,,1,0,1,1,1,30,30,0,1,30,30,1,30,0,468,3,180,
465,Kaleb McGary,ATL,29.76453102,-0.189797988,0.145575366,24,T,16,16,1,1,1,-3,-3,0,0,-3,-3,0.1,-0.2,0,,,,
466,Qadree Ollison,ATL,28.85272693,0.041299776,0.423196101,23,,8,0,2,1,0.5,7,7,0,1,7,3.5,0.1,0.9,1,281,30,81,
467,Ricky Ortiz,NOR,61.88735618,0.158605301,0.194667867,25,,1,0,1,1,1,8,8,0,0,8,8,1,8,0,523,1,145,
468,Paul Perkins,DET,36.5806618,0.181715077,0.16927205,25,,4,0,1,1,1,9,9,0,0,9,9,0.3,2.3,0,456,4,128,
469,Senorise Perry,BUF,29.83810884,-0.062035477,0.145575366,28,,11,0,1,1,1,1,1,0,0,1,1,0.1,0.1,0,590,,151,
470,David Quessenberry,TEN,30.70611276,0.176563864,0.15573262,29,,4,0,1,1,1,1,1,1,1,1,1,0.3,0.3,0,,,,
471,Elandon Roberts,NWE,28.45719439,1.358367093,0.145575366,25,lb,16,3,1,1,1,38,38,1,1,38,38,0.1,2.4,0,,,,
472,Ty Sambrailo,ATL,30.68052132,1.262545209,0.145575366,27,,13,0,1,1,1,35,35,1,1,35,35,0.1,2.7,0,,,,
473,Jason Sanders,MIA,29.83810884,0.176563864,0.145575366,24,K,16,0,1,1,1,1,1,1,1,1,1,0.1,0.1,0,,,,
474,Bo Scarbrough,DET,27.98703679,-0.057904885,0.486350819,23,rb,6,5,4,1,0.25,5,5,0,0,5,1.3,0.2,0.8,1,244,42,69,
475,Dalton Schultz,DAL,29.51742113,0.094724045,0.183875829,23,,16,0,2,1,0.5,6,6,0,0,6,3,0.1,0.4,0,525,1,110,
476,Jaleel Scott,BAL,36.46145252,0.094724045,0.20590439,24,,3,0,3,1,0.33,6,6,0,0,6,2,0.3,2,0,526,1,212,
477,Nick Scott,LAR,28.72378,0.640658335,0.145575366,24,,16,0,1,1,1,23,23,0,1,23,23,0.1,1.4,0,,,,
478,Darrius Shepherd,GNB,30.44642784,-0.056148243,0.319959295,24,,6,0,2,1,0.5,1,1,0,0,1,0.5,0.2,0.2,1,617,-2,241,
479,Jeff Smith,NYJ,78.01900658,0.286367812,0.229583473,22,,1,0,2,1,0.5,12,12,0,1,12,6,1,12,0,528,1,206,
480,Keith Smith,ATL,29.01652135,0.315364822,0.199131993,27,fb,16,5,3,1,0.33,13,13,0,1,13,4.3,0.1,0.8,0,495,2,134,
481,Tyrone Swoopes,SEA,32.42853992,0.062783417,0.154038851,25,te,5,2,1,1,1,5,5,0,0,5,5,0.2,1,0,529,1,112,
482,Wyatt Teller,CLE,29.94474309,-0.253679244,0.145575366,25,G,15,9,1,1,1,-5,-5,0,0,-5,-5,0.1,-0.3,0,,,,
483,De'Anthony Thomas,2TM,29.51742113,0.094724045,0.607354059,26,,14,0,2,1,0.5,6,6,0,0,6,3,0.1,0.4,3,530,1,208,
484,Jordan Thomas,HOU,34.11123064,0.158605301,0.200825763,23,te,5,2,3,1,0.33,8,8,0,0,8,2.7,0.2,1.6,0,531,1,108,
485,Eric Tomlinson,3TM,29.83810884,-0.062035477,0.145575366,27,,8,3,1,1,1,1,1,0,0,1,1,0.1,0.1,0,603,,116,
486,John Ursua,SEA,42.30395078,0.254427184,0.159117478,25,,3,0,1,1,1,11,11,0,1,11,11,0.3,3.7,0,535,1,209,
487,Vita Vea,TAM,29.83810884,0.176563864,0.145575366,24,DL/dt,16,16,1,1,1,1,1,1,1,1,1,0.1,0.1,0,,,,
488,Dwayne Washington,NOR,28.99447003,0.077062342,0.169269367,25,,16,0,1,1,1,6,6,0,0,6,6,0.1,0.4,0,425,7,116,
489,Deshaun Watson,HOU,1.713854186,-0.605690476,2.640323802,24,QB,15,15,1,1,1,6,6,1,1,6,6,0.1,0.4,10,17,320,4,17
490,Kerrith Whyte,PIT,32.32421946,0.155222523,0.194657138,23,,6,0,1,1,1,9,9,0,1,9,9,0.2,1.5,0,374,13,101,
491,Christian Wilkins,MIA,29.83810884,0.176563864,0.286734776,24,DT,16,14,1,1,1,1,1,1,1,1,1,0.1,0.1,1,,,,
